Filing Date,Department or Agency,Regulation Title,Hearing/Report Date,Became Law,Available Documents
8/10/2022,DEPARTMENT OF LICENSES AND INSPECTIONS,REGULATIONS UNDER SECTION 9-1009 OF THE PHILADELPHIA CODE RELATING TO EXCAVATION CONTRACTOR LICENSES,N,Y,"https://regulations.phila-records.com/pdfs/Excavation Contractor License Regulation - 2022_08_03.pdf, https://regulations.phila-records.com/pdfs/Records Cover Memo - Excavation Contractor License Regulation - 2022_08_03.pdf, https://regulations.phila-records.com/pdfs/Records Transmittal Excavation Contractor License.pdf"
8/8/2022,DEPARTMENT OF LICENSES AND INSPECTIONS,"FEE REGULATIONS UNDER TITLE 9, SECTION 4-A-901.15 AND SECTIONS 4-A-902 THROUGH 4-A-907 OF THE PHILADELPHIA CODE",N,Y,"https://regulations.phila-records.com/pdfs/cover memo LI Fee Reg 7.28.22.pdf, https://regulations.phila-records.com/pdfs/LI Fee_Schedule eff Jan 1 2023.pdf, https://regulations.phila-records.com/pdfs/Records Transmittal Permit and License Fee Increase.pdf"
8/5/2022,DEPARTMENT OF PUBLIC HEALTH,"AMENDMENT TO THE EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 MANDATING VACCINES FOR  HEALTHCARE WORKERS AND IN HIGHER EDUCATION, HEALTHCARE, AND RELATED SETTINGS ",N,Y,"https://regulations.phila-records.com/pdfs/2022.8 5 Approval for the Amendment to the Emergency Reg Governing the Control and Prevention of COVID-19 Mandating Vaccines.pdf, https://regulations.phila-records.com/pdfs/Amendment to Health and Higher Ed Adopted by BOH.pdf, https://regulations.phila-records.com/pdfs/Memo to Records_Amendment to Emergency Regulations Governing Healthcare and Higher Education signed 8 5 22.pdf"
7/29/2022,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA JUNE 2022,N,Y,https://regulations.phila-records.com/pdfs/Regulation changes for June 2022.pdf
7/25/2022,"DEPARTMENT OF COMMERCE, DIVISION OF AVIATION","AIRPORT RATES AND CHARGES REGULATION AND AIRLINE OPERATING TERMS AND CONDITIONS FOR THE USE OF FACILITIES AND SERVICES AT THE PHILADELPHIA INTERNATIONAL AIRPORT AND NORTHEAST PHILADELPHIA AIRPORT  (REVISED AS OF JULY 25, 2022, EFFECTIVE AS OF JULY 1, 2022) (INTENDED TO SUPERSEDE ALL PREVIOUS RATES AND CHARGES REGULATIONS)",N,Y,https://regulations.phila-records.com/pdfs/Rate_Regulation_FY2023-7.25.2022-fully signed.pdf
7/24/2022,BOARD OF ETHICS,AMENDMENT TO PHILADELPHIA BOARD OF ETHICS REGULATION NO. 1 (“CAMPAIGN FINANCE”),8/17/22,Y,"https://regulations.phila-records.com/pdfs/Bd. of Ethics -- Reg. 1 __ Board Regulation No.1_ For Public Comment.pdf, https://regulations.phila-records.com/pdfs/Bd. of Ethics -- Reg. 1__Law Department Approval Memorandum.pdf, https://regulations.phila-records.com/pdfs/Bd. of Ethics -- Reg. 1__Memo to Records_Final 07_21_22.pdf, https://regulations.phila-records.com/pdfs/BOE August 17.2022 Hearing Report on Regulation No 1 _09_23_22.pdf"
7/22/2022,PHILADELPHIA CITY PLANNING COMMISSION,REGULATION ADOPTING PROCEDURES FOR WAIVER REQUESTS IN THE /MIN MIXED INCOME NEIGHBORHOODS OVERLAY DISTRICT,N,Y,"https://regulations.phila-records.com/pdfs/MIN Overlay waiver Regulation__ Approval Memo.pdf, https://regulations.phila-records.com/pdfs/MIN Waiver Regulation_ changes corrected.pdf"
7/22/2022,PHILADELPHIA CITY PLANNING COMMISSION,REGULATION ADOPTING SUBMISSION REQUIREMENTS FOR REVIEW OF SUBDIVISIONS,N,Y,"https://regulations.phila-records.com/pdfs/Subdivision Regulation Approval memo.pdf, https://regulations.phila-records.com/pdfs/Subdivision regulation changes.pdf"
7/22/2022,PHILADELPHIA CITY PLANNING COMMISSION,REGULATION ADOPTING ADDITIONAL SUBMISSION REQUIREMENTS AND REVIEW CRITERIA FOR LANDSCAPE AND TREE PRESERVATION PLANS I,N,Y,"https://regulations.phila-records.com/pdfs/Landscape Regulation Approval memo.pdf, https://regulations.phila-records.com/pdfs/Landscape Regulation changes.pdf"
7/20/2022,DEPARTMENT OF STREETS,REGULATION ADDRESSING FEES FOR HAULING PERMITS,N,Y,https://regulations.phila-records.com/pdfs/Regulation Addressing Fees for Hauling Permits.pdf
7/13/2022,OFFICE OF HUMAN RESOURCES,AMENDMENTS OF CIVIL SERVICE REGULATIONS- 5.158 CLASSES ELIGIBLE FOR IN-POSITION PROMOTION,N,Y,"https://regulations.phila-records.com/pdfs/5.158-FINAL 22-07.pdf, https://regulations.phila-records.com/pdfs/22-6 Law Memo Signed.pdf"
7/12/2022,DEPARTMENT OF RECORDS,"  REGULATION NO. 2 - A REGULATION PRESCRIBING A FORM OF NOTARY AFFIDAVIT, IN RECORDABLE FORM, PERTAINING TO A FRAUDULENTLY NOTARIZED RECORDED DEED OR OTHER RECORDED DOCUMENT",N,Y,"https://regulations.phila-records.com/pdfs/Memo - approving Notary Affidavit regulations_07.12.22.pdf, https://regulations.phila-records.com/pdfs/Proposed Regulation - Notary Affidavit_7.12.2022.pdf"
7/7/2022,PHILADELPHIA WATER DEPARTMENT,"WATER DEPARTMENT’S RATES AND CHARGES BEGINNING SEPTEMBER 1, 2022",N,N,https://regulations.phila-records.com/pdfs/PWD Rates and Charges Effective Sept 1 2022.pdf
7/6/2022,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA MAY 2022	,N,Y,"https://regulations.phila-records.com/pdfs/2022-07-05 Approval Memo for May 2022 Center City Parking Changes.pdf, https://regulations.phila-records.com/pdfs/Regulation Changes for May 2022.pdf"
7/6/2022,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA APRIL 2022,N,Y,"https://regulations.phila-records.com/pdfs/2022-07-05 Approval Memo for April 2022 Center City Parking Changes.pdf, https://regulations.phila-records.com/pdfs/Regulation Changes for April 2022.pdf"
6/30/2022,DEPARTMENT OF PUBLIC HEALTH, REGULATION RELATING TO DATA COLLECTION ABOUT FIREARM INJURY SURVIVORS IN VIOLENCE PREVENTION AND INTERVENTION PROGRAMS,N,Y,"https://regulations.phila-records.com/pdfs/2022.6.29_Approval Memo_Regulation Relating to Firearm Injury Data Collection.pdf, https://regulations.phila-records.com/pdfs/Memo to Records Dept_Regulation Relating to Firearm Injury Data Collection.pdf, https://regulations.phila-records.com/pdfs/Regulation Relating to Data Collection About Firearm Injury Survivors in Violence Prevention and Intervention Programs .pdf"
6/29/2022,DEPARTMENT OF REVENUE	,AMENDMENT TO GENERAL REGULATIONS RELATING TO TAXES AND OTHER REVENUES - SECTION 204 - CHANGES MADE BY THE FEDERAL GOVERNMENT,N,Y,https://regulations.phila-records.com/pdfs/Amendment to General Regulations_6.28.2022.pdf
6/16/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 6.14.61 RECREATION LEADERS ASSIGNED TO SERVE AS PROGRAM CREW LEAD,N,Y,"https://regulations.phila-records.com/pdfs/6.14.61-22-5.pdf, https://regulations.phila-records.com/pdfs/22-5_ Signed Law Memo.pdf"
6/16/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 5.026-ADVANCEMENT THROUGH THE STEPS IN THE PAY RANGE FOR MEDICOLEGAL DEATH INVESTIGATORS AND MEDICOLEGAL DEATH INVESTIGATOR SUPERVISORS,N,Y,"https://regulations.phila-records.com/pdfs/5.026-22-5.pdf, https://regulations.phila-records.com/pdfs/22-5 Signed Law Memo.pdf"
6/15/2022,"PHILADELPHIA WATER, SEWER AND STORM WATER RATE BOARD",  2022 SPECIAL RATE PROCEEDING – REDETERMINATION OF WATER DEPARTMENT GENERAL RATES AND CHARGES BEGINNING 9/1/2022,N,N,"https://regulations.phila-records.com/pdfs/DWCH to Leonard 20200615 transmittal - 2022 Special Rate Proceeding Rate Determination.pdf, https://regulations.phila-records.com/pdfs/DWCH to Popowsky 20220615 approving 2022 Special Rate Proceeding Rate Determination.pdf, https://regulations.phila-records.com/pdfs/Popowsky to Leonard 20220615 transmitting 2022 Special Rate Proceeding Rate Determination for filing.pdf, https://regulations.phila-records.com/pdfs/Rate Determination - 2022 Special Rate Proceeding - 20220615.pdf"
6/15/2022," PHILADELPHIA WATER, SEWER AND STORM WATER RATE BOARD",2022 TAP-R RECONCILIATION PROCEEDING – DETERMINATION OF WATER DEPARTMENT TIERED ASSISTANCE PROGRAM RATE RIDER SURCHARGE RATES BEGINNING 9/1/2022,N,N,"https://regulations.phila-records.com/pdfs/DWCH to Leonard 20200615 transmittal - 2022 TAP-R Reconciliation Proceeding Rate Determination.pdf, https://regulations.phila-records.com/pdfs/DWCH to Popowsky 20220615 approving 2022 TAP-R Reconciliation Proceeding Rate Determination.pdf, https://regulations.phila-records.com/pdfs/Popowsky to Leonard 20220615 transmitting 2022 TAP-R Reconciliation Proceeding Rate Determination for filing.pdf, https://regulations.phila-records.com/pdfs/Rate Determination - 2022 TAP-R Reconciliation Proceeding - 20220615.pdf"
6/10/2022, PHILADELPHIA  COMMISSION ON HUMAN RELATIONS, PHILADELPHIA COMMISSION ON HUMAN RELATIONS REGULATION NO. 9 (“UNIFORM POLICY OF NON-DISCRIMINATION AS TO TRANSGENDER AND GENDER NON-CONFORMING YOUTH”),N,Y,"https://regulations.phila-records.com/pdfs/PCHR Transgender Discrimination Regulations 2022_06_09.pdf, https://regulations.phila-records.com/pdfs/Records Cover Memo - Transgender Discrimination Regulations 2022_06_09.pdf"
6/2/2022,DEPARTMENT OF RECORDS,REGULATION REGARDING CHAPTER 9-5600 OF THE PHILADELPHIA CODE: TANGLED TITLE DISCLOSURE,N,Y,"https://regulations.phila-records.com/pdfs/Proposed Tangled Title Regulation - approved by Records 2022_06_02.pdf, https://regulations.phila-records.com/pdfs/Records Cover Memo - Tangled Title Regulation 2022_06_02.pdf"
5/31/2022,PHILADELPHIA WATER DEPARTMENT,"AMENDMENTS TO THE PHILADELHIA WATER DEPARTMENT REGULATIONS: CHAPTER 2 - SECTION 206.2, EFFECTIVE AS OF JULY 1, 2022",N,Y,"https://regulations.phila-records.com/pdfs/Amendments to the Philadelphia Water Department Regulations Chapter 2 Section 206.2,  effective July 1, 2022.pdf"
5/27/2022,"DEPARTMENT OF COMMERCE, DIVISION OF AVIATION","AMENDMENT TO RULES AND REGULATIONS FOR PHILADELPHIA INTERNATIONAL AIRPORT RELATED TO THE CUSTOMER FACILITY CHARGE, REVISED AS OF MAY, 25, 2022, EFFECTIVE AS OF JULY 1, 2022",N,Y,https://regulations.phila-records.com/pdfs/PHL-Rules and Regs Amendment__CFC Move to Section 10-5.27.2022.pdf
5/26/2022,PHILADELPHIA WATER DEPARTMENT,"AMENDMENTS TO CHAPTER 1 OF THE PHILADEPLPHIA WATER DEPARTMENT REGULATIONS, SECTION 100.10 (MEDICAL EMERGENCY PROCEDURES) EFFECTIVE JULY 1, 2022",N,Y,https://regulations.phila-records.com/pdfs/PWD Regs Amendment Ch. 1 Section 100.10_5.26.22.pdf
5/19/2022,DEPARTMENT OF LICENSES AND INSPECTIONS,REGULATIONS CONCERNING DETERMINTION OF PERMIT FILING DATE,N,Y,"https://regulations.phila-records.com/pdfs/Determination of Permit Filing Date_Regulation.pdf, https://regulations.phila-records.com/pdfs/Permit Filing Date_Regulations.pdf, https://regulations.phila-records.com/pdfs/Records Transmittal_Permit Filing Date.pdf"
5/17/2022,DEPARTMENT OF REVENUE,AMENDMENT TO GENERAL REGULATIONS RELATING TO TAXES AND OTHER REVENUES - SECTION 204 - CHANGES MADE BY THE FEDERAL GOVERNMENT,N,Y,"https://regulations.phila-records.com/pdfs/Amendment to General Regulations Relating to Taxes and Other Revenues-Section 204_  5.17.2022.pdf, https://regulations.phila-records.com/pdfs/Amendment to General Regulations Relating to Taxes and Other Revenues-Section 204_  6.28.2022.pdf"
5/17/2022,PHILADELPHIA WATER DEPARTMENT,"AMENDMENTS TO THE PHILADELPHIA WATER DEPARTMENT REGULATIONS: CHAPTER 2, SECTION 205.2, EFFECTIVE DATE JULY 1, 2022",N,Y,https://regulations.phila-records.com/pdfs/_Regulation Packet Chapter 2 - 205.2 - signed.pdf
5/17/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 11.17 APPOINTMENT AGE REQUIREMENTS,N,Y,https://regulations.phila-records.com/pdfs/11.17 22-04.pdf
5/17/2022,PHILADELPHIA WATER DEPARTMENT,"AMENDMENTS TO CHAPTER 2 OF THE WATER DEPARTMENT REGULATIONS, CHAPTER 2 - SECTION 205.2 (VOLUNTARY MONITORING PROGRAM), EFFECTIVE DATE JULY 1, 2022",N,Y,https://regulations.phila-records.com/pdfs/.Regulation Packet Chapter 2 - 205.2 - signed..pdf
5/17/2022,PHILADELPHIA WATER DEPARTMENT,"AMENDMENTS TO CHAPTER 6 OF THE PHILADELPHIA WATER DEPARTMENT REGULATIONS: CHAPTER 6, SECTIONS 600.1, 600.3, 600.5, 600.12 (STORMWATER) EFFECTIVE DATE JULY 1, 2022",N,Y,https://regulations.phila-records.com/pdfs/Regulation packet - Chapter 6 - 600.1 600.3 600.5 600.12 - signed.pdf
5/11/2022,"DEPARTMENT OF COMMERCE, DIVISION OF AVIATION",AIRPORT RATES AND CHARGES REGULATION AND AIRLINE OPERATING TERMS AND CONDITIONS FOR THE USE OF FACILITIES AND SERVICES AT THE PHILADELPHIA INTERNATIONAL AIRPORT AND NORTHEAST PHILADELPHIA AIRPORT,Held on 6/14/2022,Y,"https://regulations.phila-records.com/pdfs/Airport Rates and Charges Regulation_Hearing Report_6.15.2022.pdf, https://regulations.phila-records.com/pdfs/Rate Regulation_ _FY2023-Final-6.15.2022.pdf, https://regulations.phila-records.com/pdfs/Rate_Regulation-FY2023_7.25.2022_fully signed.pdf"
5/10/2022,DEPARTMENT OF PUBLIC HEALTH,AMENDMENTS TO AIR MANAGEMENT REGULATIONS,N,Y,"https://regulations.phila-records.com/pdfs/AMS Regulation III_Amendments_FINAL_Clean_10-21-2021.pdf, https://regulations.phila-records.com/pdfs/AMS Regulation III_Amendments_FINAL_blackline_10-21-2021.pdf, https://regulations.phila-records.com/pdfs/AMR III amendment_memo from Health Commissioner to Records_2022-05-09 signed.pdf, https://regulations.phila-records.com/pdfs/AMR III Law Approval Memo_5-9-2022.pdf, https://regulations.phila-records.com/pdfs/AMR III amendment_memo from Kass to Health Commissioner_2022-05-09.pdf"
5/2/2022,"DEPARTMENT OF PUBLIC HEALTH, AIR POLLUTION CONTROL BOARD",AMENDMENTS TO AIR MANAGEMENT REGULATION VI CONTROL OF EMISSIONS OF TOXIC AIR CONTAMINANTS- part 2 (Exhibit 4 of the hearing report is too large to post on this website but is available upon request at regulations@phila.gov or 215-686-2262),Yes. Hearing held on 8/10/2022,Y,https://regulations.phila-records.com/pdfs/Final AMR VI Hearing Report April 2023 w Ex 1-3.pdf
5/2/2022,"DEPARTMENT OF PUBLIC HEALTH, AIR POLLUTION CONTROL BOARD",AMENDMENTS TO AIR MANAGEMENT REGULATION VI CONTROL OF EMISSIONS OF TOXIC AIR CONTAMINANTS- part 1,Yes. Hearing held on 8/10/2022,Y,"https://regulations.phila-records.com/pdfs/AMRVImemoRecordsDept for public notice and hearing Final.pdf, https://regulations.phila-records.com/pdfs/AMS Regulation VI Approval Memo__2022_04_29.pdf, https://regulations.phila-records.com/pdfs/April 2022 Amendment to AMS Regulation VI__as approved by APCB.pdf, https://regulations.phila-records.com/pdfs/Exhibit A to AMS Reg VI__Technical Guidelines._.pdf, https://regulations.phila-records.com/pdfs/Exhibit B to AMS Reg VI__AMR VI Risk Assessment Technical Support Document._.pdf, https://regulations.phila-records.com/pdfs/Exhibit C to AMS Reg VI_AMR VI Risk Screening Workbook._.pdf"
4/25/2022,DEPARTMENT OF PUBLIC HEALTH, FLAVORED TOBACCO PRODUCTS REGULATION RESCISSION ,N,,"https://regulations.phila-records.com/pdfs/Memo to Records Dept_Flavored Tobacco Products Regulation Rescission..pdf, https://regulations.phila-records.com/pdfs/2022.4.22 Approval Memo - Flavored Tobacco Products Regulation Rescission..pdf, https://regulations.phila-records.com/pdfs/Final_Flavored Tobacco Products Regulation Rescission - With Exhibits..pdf"
4/22/2022,"DEPARTMENT OF COMMERCE, DIVISION OF AVIATION",RECISSION OF COVID-19 EMERGENCY REGULATION #2 REQUIRING PASSENGERS AND CITY AND TENANT EMPLOYEES TO WEAR A FACE MASK ON PHILADELPHIA INTERNATIONAL AIRPORT PREMISES,N,Y,"https://regulations.phila-records.com/pdfs/April 22 2022 Emergency Regulation Rescinding Regulation Requiring Wearing a Face Mask on PHL premises.pdf, https://regulations.phila-records.com/pdfs/Law Department Approval of April 22 2022 Emergency Regulation Rescinding Regulation Requiring Wearing a Face Mask at PHL.pdf"
4/22/2022,DEPARTMENT OF PUBLIC HEALTH,"EMERGENCY REGULATION RESCINDING THE APRIL 14, 2022, EMERGENCY ORDER TEMPORARILY REINSTATING MASKING REQUIREMENTS IN CERTAIN CIRCUMSTANCES TO PREVENT THE SPREAD OF THE 2019 NOVEL CORONAVIRUS (COVID-19)",N,Y,"https://regulations.phila-records.com/pdfs/2022.4.21 Approval Memo - Health Regulation Rescinding Emergency Order.pdf, https://regulations.phila-records.com/pdfs/Board of Health Regulation Rescinding of Emergency Health Order - Final.pdf"
4/12/2022,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA FEBRUARY 2022,N,Y,"https://regulations.phila-records.com/pdfs/2022-03-28 __Approval Memo for February 2022 Center City Parking Changes.pdf, https://regulations.phila-records.com/pdfs/Changes for February _2022.pdf"
4/12/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 11.10 - VETERANS' PREFERENCE FOR APPOINTMENT FROM AN OPENCOMPETITIVE ELIGIBLE LIST,N,Y,https://regulations.phila-records.com/pdfs/11.10 HR Regulation 4-12-22.pdf
4/12/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 11.07 NOTIFICATION OF CERTIFICATION AND REFERRAL,N,Y,https://regulations.phila-records.com/pdfs/11.02 - 11.08_HR Regulation 4-12-22.pdf
4/12/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 11.04 CERTIFICATION TO MORE THAN ONE VACANCY,N,Y,https://regulations.phila-records.com/pdfs/11.02-- 11.08 HR Regulation 4-12-22.pdf
4/12/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 11.03 CERTIFICATION,N,Y,https://regulations.phila-records.com/pdfs/11.02_ 11.08 HR Regulation 4-12-22.pdf
4/12/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 11.02 LIST USED FOR CERTIFICAITON,N,Y,https://regulations.phila-records.com/pdfs/11.02 - 11.08 HR Regulation 4-12-22.pdf
4/12/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 10.08 CONSOLIDATION OF LISTS,N,Y,https://regulations.phila-records.com/pdfs/10.08 HR Regulation 4-12-22.pdf
4/1/2022,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA MARCH 2022,N,Y,"https://regulations.phila-records.com/pdfs/2022-03-28 Approval Memo for March 2022 Center City Parking Changes.pdf, https://regulations.phila-records.com/pdfs/Changes for March 2022 Part 2.pdf"
4/1/2022,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA JANUARY 2022,N,Y,"https://regulations.phila-records.com/pdfs/2022-03-28 Approval Memo for January 2022 Center City Parking Changes.pdf, https://regulations.phila-records.com/pdfs/Proposed Changes for January 2022.pdf"
3/28/2022,DEPARTMENT OF REVENUE,"AMENDMENT TO SECTION 407 OF THE REAL ESTATE TAX REGULATIONS TO CLARIFY THE REQUIREMENTS OF THE LONGTIME OWNER-OCCUPANT PROGRAM, ESPECIALLY FOR TAXPAYERS WITH EQUITABLE TITLE",N,Y,https://regulations.phila-records.com/pdfs/img-328114140-0001.pdf
3/14/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 22.124 PARENTAL LEAVE,N,Y,https://regulations.phila-records.com/pdfs/22.124-22-02.pdf
3/14/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 19.018.1 ADMINISTRATIVE LEAVE FOR SCHOOL CROSSING GUARDS,N,Y,https://regulations.phila-records.com/pdfs/19.018-22-02.pdf
3/14/2022,OFFICE OF HUMAN RESOURCES,.AMENDMENT OF CIVIL SERVICE REGULATION 6.086 APPOINTMENT RATE FOR EMPLOYEES HIRED FROM OPEN COMPETITIVE ELIGIBLE LISTS FOR THE FOLLLOWING CLASSES AND DEPARTMENTS .,N,Y,https://regulations.phila-records.com/pdfs/.6.086 - 22-02..pdf
3/14/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 6.086 APPOINTMENT RATE FOR EMPLOYEES HIRED FROM OPEN COMPETITIVE ELIGIBLE LISTS FOR THE FOLLLOWING CLASSES AND DEPARTMENTS ,N,Y,https://regulations.phila-records.com/pdfs/6.086 - 22-02.pdf
3/14/2022,OFFICE OF HUMAN RESOURCES,AMENDMENT OF CIVIL SERVICE REGULATION 5.158 CLASSES ELIGIBLE FOR IN-POSITION PROMOTION,N,Y,https://regulations.phila-records.com/pdfs/5.158-22-02.pdf
3/11/2022,DEPARTMENT OF PUBLIC HEALTH,AMENDMENT TO THE THIRD CONSOLIDATED AND RESTATED SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (CONSOLIDATED SAFETY MEASURES FOR FULL REOPENING AND DELEGATION OF AUTHORITY),N,Y,"https://regulations.phila-records.com/pdfs/2022.3.11  Amendment to the Third Restated and Consolidated Regulation Memo.pdf, https://regulations.phila-records.com/pdfs/Amendment - Third Consolidated COVID-19 Regulation.pdf, https://regulations.phila-records.com/pdfs/Memo to Records_Amendment to Third Consolidated COVID-19 Emergency Regulation signed.pdf"
2/25/2022,DEPARTMENT OF PUBLIC HEALTH,REGULATION REGARDING BLOOD LEAD LEVEL TESTING IN CHILDREN,N,Y,"https://regulations.phila-records.com/pdfs/2022.2.25 Regulation Regarding Blood Lead Level Testing in Children Memo.pdf, https://regulations.phila-records.com/pdfs/Memo to Records_Blood Lead Level Children Regulation signed 2 25 22.pdf, https://regulations.phila-records.com/pdfs/Regulation Regarding Blood Lead Level Testing in Children_Approved 2.24.2022.pdf"
2/25/2022,DEPARTMENT OF PUBLIC HEALTH,"AMENDMENT CONCERNING THE EFFECTIVENESS OF
THE EMERGENCY REGULATION
GOVERNING THE CONTROL AND PREVENTION OF COVID-19
MANDATING VACCINES FOR INDIVIDUALS WORKING AND DINING
AT INDOOR DINING LOCATIONS (AS AMENDED 1/4/2022)",N,Y,"https://regulations.phila-records.com/pdfs/2022.2.25  Indoor Dining Vaccine Mandate Memo.pdf, https://regulations.phila-records.com/pdfs/Exhibit A to Indoor Dining Mandate_Emergency Regulation Relating to Indoor Dining Vaccine Requirement_ As Amended_1.4.2022.pdf, https://regulations.phila-records.com/pdfs/Indoor Dining Mandate Amendment_Approved 2.24.2022.pdf, https://regulations.phila-records.com/pdfs/Memo to Records_Emergency Indoor Dining Mandate Regulation Amendment signed 2 25 22.pdf"
